support,itemsets,length
0.01,"frozenset({('sugar',), ('cereals',)})",2
0.01,"frozenset({('cereals',), ('pastry',)})",2
0.01,"frozenset({('root vegetables',), ('cereals',)})",2
0.01,"frozenset({('waffles',), ('cereals',)})",2
0.01,"frozenset({('candy',), ('cereals',)})",2
0.01,"frozenset({('cereals',), ('brown bread',)})",2
0.01,"frozenset({('cereals',), ('domestic eggs',)})",2
0.01,"frozenset({('white bread',), ('bottled water',)})",2
0.01,"frozenset({('white bread',), ('chocolate',)})",2
0.01,"frozenset({('chocolate',), ('bottled water',)})",2
0.02,"frozenset({('bottled water',), ('curd',)})",2
0.02,"frozenset({('flour',), ('bottled water',)})",2
0.01,"frozenset({('bottled water',), ('dishes',)})",2
0.02,"frozenset({('soda',), ('bottled water',)})",2
0.01,"frozenset({('sugar',), ('bottled water',)})",2
0.01,"frozenset({('bottled water',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('newspapers',), ('bottled water',)})",2
0.01,"frozenset({('bottled water',), ('specialty bar',)})",2
0.01,"frozenset({('bottled water',), ('butter milk',)})",2
0.01,"frozenset({('bottled water',), ('pastry',)})",2
0.01,"frozenset({('root vegetables',), ('bottled water',)})",2
0.01,"frozenset({('canned beer',), ('bottled water',)})",2
0.01,"frozenset({('bottled water',), ('beverages',)})",2
0.01,"frozenset({('bottled water',), ('hamburger meat',)})",2
0.01,"frozenset({('bottled water',), ('spices',)})",2
0.02,"frozenset({('bottled water',), ('hygiene articles',)})",2
0.02,"frozenset({('bottled water',), ('napkins',)})",2
0.01,"frozenset({('whipped/sour cream',), ('bottled water',)})",2
0.01,"frozenset({('spread cheese',), ('bottled water',)})",2
0.01,"frozenset({('hard cheese',), ('bottled water',)})",2
0.01,"frozenset({('bottled water',), ('oil',)})",2
0.01,"frozenset({('chewing gum',), ('bottled water',)})",2
0.01,"frozenset({('bottled water',), ('chocolate marshmallow',)})",2
0.01,"frozenset({('bottled water',), ('salt',)})",2
0.01,"frozenset({('chocolate',), ('soda',)})",2
0.01,"frozenset({('chocolate',), ('sausage',)})",2
0.01,"frozenset({('chocolate',), ('hamburger meat',)})",2
0.01,"frozenset({('chocolate',), ('pork',)})",2
0.02,"frozenset({('chocolate',), ('berries',)})",2
0.01,"frozenset({('whipped/sour cream',), ('chocolate',)})",2
0.01,"frozenset({('chocolate',), ('pickled vegetables',)})",2
0.01,"frozenset({('chocolate',), ('frozen potato products',)})",2
0.01,"frozenset({('onions',), ('chocolate',)})",2
0.01,"frozenset({('flour',), ('curd',)})",2
0.01,"frozenset({('curd',), ('dishes',)})",2
0.01,"frozenset({('curd',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('curd',), ('butter milk',)})",2
0.02,"frozenset({('curd',), ('pastry',)})",2
0.01,"frozenset({('root vegetables',), ('curd',)})",2
0.01,"frozenset({('curd',), ('sausage',)})",2
0.01,"frozenset({('curd',), ('brown bread',)})",2
0.01,"frozenset({('whipped/sour cream',), ('curd',)})",2
0.01,"frozenset({('curd',), ('domestic eggs',)})",2
0.01,"frozenset({('hard cheese',), ('curd',)})",2
0.01,"frozenset({('curd',), ('turkey',)})",2
0.01,"frozenset({('curd',), ('baking powder',)})",2
0.01,"frozenset({('flour',), ('dishes',)})",2
0.01,"frozenset({('flour',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('flour',), ('root vegetables',)})",2
0.01,"frozenset({('flour',), ('frozen dessert',)})",2
0.01,"frozenset({('flour',), ('sweet spreads',)})",2
0.01,"frozenset({('flour',), ('salty snack',)})",2
0.01,"frozenset({('flour',), ('waffles',)})",2
0.01,"frozenset({('candy',), ('flour',)})",2
0.01,"frozenset({('flour',), ('bathroom cleaner',)})",2
0.01,"frozenset({('flour',), ('salt',)})",2
0.01,"frozenset({('detergent',), ('beef',)})",2
0.01,"frozenset({('beef',), ('sausage',)})",2
0.01,"frozenset({('whipped/sour cream',), ('beef',)})",2
0.01,"frozenset({('grapes',), ('beef',)})",2
0.01,"frozenset({('cat food',), ('beef',)})",2
0.01,"frozenset({('ham',), ('beef',)})",2
0.01,"frozenset({('beef',), ('ice cream',)})",2
0.01,"frozenset({('soda',), ('frankfurter',)})",2
0.01,"frozenset({('sugar',), ('frankfurter',)})",2
0.01,"frozenset({('newspapers',), ('frankfurter',)})",2
0.01,"frozenset({('frankfurter',), ('brown bread',)})",2
0.01,"frozenset({('frankfurter',), ('domestic eggs',)})",2
0.01,"frozenset({('oil',), ('frankfurter',)})",2
0.01,"frozenset({('frankfurter',), ('specialty chocolate',)})",2
0.01,"frozenset({('frankfurter',), ('sparkling wine',)})",2
0.02,"frozenset({('sugar',), ('soda',)})",2
0.01,"frozenset({('soda',), ('fruit/vegetable juice',)})",2
0.02,"frozenset({('soda',), ('newspapers',)})",2
0.01,"frozenset({('soda',), ('specialty bar',)})",2
0.01,"frozenset({('soda',), ('butter milk',)})",2
0.03,"frozenset({('soda',), ('pastry',)})",2
0.01,"frozenset({('soda',), ('processed cheese',)})",2
0.01,"frozenset({('root vegetables',), ('soda',)})",2
0.01,"frozenset({('soda',), ('waffles',)})",2
0.01,"frozenset({('candy',), ('soda',)})",2
0.02,"frozenset({('canned beer',), ('soda',)})",2
0.02,"frozenset({('soda',), ('sausage',)})",2
0.02,"frozenset({('soda',), ('brown bread',)})",2
0.02,"frozenset({('soda',), ('shopping bags',)})",2
0.01,"frozenset({('soda',), ('pork',)})",2
0.01,"frozenset({('soda',), ('berries',)})",2
0.01,"frozenset({('whipped/sour cream',), ('soda',)})",2
0.01,"frozenset({('soda',), ('artif. sweetener',)})",2
0.01,"frozenset({('soda',), ('domestic eggs',)})",2
0.01,"frozenset({('soda',), ('spread cheese',)})",2
0.01,"frozenset({('soda',), ('pickled vegetables',)})",2
0.01,"frozenset({('chicken',), ('detergent',)})",2
0.01,"frozenset({('root vegetables',), ('chicken',)})",2
0.01,"frozenset({('chicken',), ('hamburger meat',)})",2
0.01,"frozenset({('chicken',), ('oil',)})",2
0.01,"frozenset({('chicken',), ('pasta',)})",2
0.01,"frozenset({('sugar',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('sugar',), ('newspapers',)})",2
0.02,"frozenset({('sugar',), ('pastry',)})",2
0.02,"frozenset({('sugar',), ('root vegetables',)})",2
0.01,"frozenset({('sugar',), ('waffles',)})",2
0.01,"frozenset({('sugar',), ('candy',)})",2
0.02,"frozenset({('sugar',), ('brown bread',)})",2
0.01,"frozenset({('sugar',), ('beverages',)})",2
0.01,"frozenset({('sugar',), ('domestic eggs',)})",2
0.02,"frozenset({('newspapers',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('root vegetables',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('fruit/vegetable juice',), ('salty snack',)})",2
0.01,"frozenset({('waffles',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('bathroom cleaner',), ('fruit/vegetable juice',)})",2
0.02,"frozenset({('canned beer',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('fruit/vegetable juice',), ('sausage',)})",2
0.03,"frozenset({('brown bread',), ('fruit/vegetable juice',)})",2
0.02,"frozenset({('shopping bags',), ('fruit/vegetable juice',)})",2
0.02,"frozenset({('domestic eggs',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('fruit/vegetable juice',), ('turkey',)})",2
0.01,"frozenset({('fruit/vegetable juice',), ('baking powder',)})",2
0.01,"frozenset({('oil',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('frozen vegetables',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('red/blush wine',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('candles',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('fruit/vegetable juice',), ('salt',)})",2
0.01,"frozenset({('fruit/vegetable juice',), ('canned vegetables',)})",2
0.01,"frozenset({('sliced cheese',), ('fruit/vegetable juice',)})",2
0.01,"frozenset({('newspapers',), ('butter milk',)})",2
0.01,"frozenset({('newspapers',), ('processed cheese',)})",2
0.01,"frozenset({('newspapers',), ('detergent',)})",2
0.01,"frozenset({('canned beer',), ('newspapers',)})",2
0.01,"frozenset({('newspapers',), ('sausage',)})",2
0.01,"frozenset({('newspapers',), ('brown bread',)})",2
0.01,"frozenset({('newspapers',), ('shopping bags',)})",2
0.01,"frozenset({('newspapers',), ('zwieback',)})",2
0.01,"frozenset({('newspapers',), ('domestic eggs',)})",2
0.01,"frozenset({('newspapers',), ('spread cheese',)})",2
0.01,"frozenset({('cat food',), ('newspapers',)})",2
0.01,"frozenset({('newspapers',), ('oil',)})",2
0.01,"frozenset({('red/blush wine',), ('newspapers',)})",2
0.01,"frozenset({('newspapers',), ('specialty chocolate',)})",2
0.01,"frozenset({('newspapers',), ('sparkling wine',)})",2
0.01,"frozenset({('canned beer',), ('packaged fruit/vegetables',)})",2
0.01,"frozenset({('brown bread',), ('packaged fruit/vegetables',)})",2
0.01,"frozenset({('canned beer',), ('specialty bar',)})",2
0.01,"frozenset({('specialty bar',), ('sausage',)})",2
0.01,"frozenset({('specialty bar',), ('shopping bags',)})",2
0.01,"frozenset({('beverages',), ('specialty bar',)})",2
0.02,"frozenset({('butter milk',), ('pastry',)})",2
0.01,"frozenset({('spread cheese',), ('butter milk',)})",2
0.01,"frozenset({('root vegetables',), ('pastry',)})",2
0.01,"frozenset({('waffles',), ('pastry',)})",2
0.01,"frozenset({('candy',), ('pastry',)})",2
0.01,"frozenset({('pastry',), ('sausage',)})",2
0.01,"frozenset({('brown bread',), ('pastry',)})",2
0.01,"frozenset({('pastry',), ('domestic eggs',)})",2
0.01,"frozenset({('processed cheese',), ('detergent',)})",2
0.01,"frozenset({('processed cheese',), ('pickled vegetables',)})",2
0.02,"frozenset({('root vegetables',), ('detergent',)})",2
0.01,"frozenset({('detergent',), ('salty snack',)})",2
0.01,"frozenset({('detergent',), ('sausage',)})",2
0.01,"frozenset({('detergent',), ('hamburger meat',)})",2
0.01,"frozenset({('detergent',), ('grapes',)})",2
0.01,"frozenset({('oil',), ('detergent',)})",2
0.01,"frozenset({('detergent',), ('frozen vegetables',)})",2
0.01,"frozenset({('canned fish',), ('detergent',)})",2
0.01,"frozenset({('seasonal products',), ('detergent',)})",2
0.01,"frozenset({('onions',), ('detergent',)})",2
0.01,"frozenset({('brandy',), ('detergent',)})",2
0.01,"frozenset({('pasta',), ('detergent',)})",2
0.01,"frozenset({('root vegetables',), ('frozen dessert',)})",2
0.01,"frozenset({('root vegetables',), ('sweet spreads',)})",2
0.01,"frozenset({('root vegetables',), ('salty snack',)})",2
0.02,"frozenset({('root vegetables',), ('waffles',)})",2
0.02,"frozenset({('candy',), ('root vegetables',)})",2
0.02,"frozenset({('bathroom cleaner',), ('root vegetables',)})",2
0.01,"frozenset({('root vegetables',), ('sausage',)})",2
0.01,"frozenset({('root vegetables',), ('brown bread',)})",2
0.01,"frozenset({('root vegetables',), ('beverages',)})",2
0.01,"frozenset({('root vegetables',), ('hamburger meat',)})",2
0.01,"frozenset({('whipped/sour cream',), ('root vegetables',)})",2
0.01,"frozenset({('root vegetables',), ('dessert',)})",2
0.02,"frozenset({('root vegetables',), ('domestic eggs',)})",2
0.02,"frozenset({('root vegetables',), ('hard cheese',)})",2
0.02,"frozenset({('root vegetables',), ('oil',)})",2
0.02,"frozenset({('root vegetables',), ('frozen vegetables',)})",2
0.01,"frozenset({('root vegetables',), ('canned vegetables',)})",2
0.02,"frozenset({('onions',), ('root vegetables',)})",2
0.01,"frozenset({('root vegetables',), ('brandy',)})",2
0.01,"frozenset({('root vegetables',), ('pasta',)})",2
0.01,"frozenset({('frozen dessert',), ('sweet spreads',)})",2
0.01,"frozenset({('frozen dessert',), ('salty snack',)})",2
0.01,"frozenset({('frozen dessert',), ('waffles',)})",2
0.01,"frozenset({('candy',), ('frozen dessert',)})",2
0.01,"frozenset({('bathroom cleaner',), ('frozen dessert',)})",2
0.01,"frozenset({('sweet spreads',), ('salty snack',)})",2
0.01,"frozenset({('sweet spreads',), ('waffles',)})",2
0.01,"frozenset({('candy',), ('sweet spreads',)})",2
0.01,"frozenset({('bathroom cleaner',), ('sweet spreads',)})",2
0.01,"frozenset({('waffles',), ('salty snack',)})",2
0.01,"frozenset({('candy',), ('salty snack',)})",2
0.01,"frozenset({('bathroom cleaner',), ('salty snack',)})",2
0.01,"frozenset({('frozen vegetables',), ('salty snack',)})",2
0.01,"frozenset({('canned fish',), ('salty snack',)})",2
0.01,"frozenset({('seasonal products',), ('salty snack',)})",2
0.01,"frozenset({('candles',), ('salty snack',)})",2
0.02,"frozenset({('candy',), ('waffles',)})",2
0.01,"frozenset({('bathroom cleaner',), ('waffles',)})",2
0.01,"frozenset({('canned beer',), ('waffles',)})",2
0.01,"frozenset({('waffles',), ('sausage',)})",2
0.02,"frozenset({('waffles',), ('brown bread',)})",2
0.01,"frozenset({('waffles',), ('shopping bags',)})",2
0.01,"frozenset({('waffles',), ('domestic eggs',)})",2
0.01,"frozenset({('red/blush wine',), ('waffles',)})",2
0.01,"frozenset({('sliced cheese',), ('waffles',)})",2
0.01,"frozenset({('candy',), ('bathroom cleaner',)})",2
0.01,"frozenset({('candy',), ('brown bread',)})",2
0.01,"frozenset({('candy',), ('domestic eggs',)})",2
0.01,"frozenset({('bathroom cleaner',), ('domestic eggs',)})",2
0.01,"frozenset({('bathroom cleaner',), ('oil',)})",2
0.01,"frozenset({('bathroom cleaner',), ('frozen vegetables',)})",2
0.01,"frozenset({('bathroom cleaner',), ('canned vegetables',)})",2
0.02,"frozenset({('canned beer',), ('sausage',)})",2
0.03,"frozenset({('canned beer',), ('brown bread',)})",2
0.03,"frozenset({('canned beer',), ('shopping bags',)})",2
0.01,"frozenset({('canned beer',), ('red/blush wine',)})",2
0.01,"frozenset({('canned beer',), ('sliced cheese',)})",2
0.01,"frozenset({('brown bread',), ('sausage',)})",2
0.02,"frozenset({('shopping bags',), ('sausage',)})",2
0.01,"frozenset({('cat food',), ('sausage',)})",2
0.01,"frozenset({('red/blush wine',), ('sausage',)})",2
0.01,"frozenset({('onions',), ('sausage',)})",2
0.01,"frozenset({('brandy',), ('sausage',)})",2
0.01,"frozenset({('sliced cheese',), ('sausage',)})",2
0.02,"frozenset({('brown bread',), ('shopping bags',)})",2
0.02,"frozenset({('brown bread',), ('domestic eggs',)})",2
0.01,"frozenset({('brown bread',), ('turkey',)})",2
0.01,"frozenset({('brown bread',), ('baking powder',)})",2
0.01,"frozenset({('red/blush wine',), ('brown bread',)})",2
0.01,"frozenset({('sliced cheese',), ('brown bread',)})",2
0.01,"frozenset({('red/blush wine',), ('shopping bags',)})",2
0.01,"frozenset({('sliced cheese',), ('shopping bags',)})",2
0.01,"frozenset({('spices',), ('hamburger meat',)})",2
0.01,"frozenset({('hygiene articles',), ('hamburger meat',)})",2
0.01,"frozenset({('napkins',), ('hamburger meat',)})",2
0.01,"frozenset({('pork',), ('hamburger meat',)})",2
0.01,"frozenset({('berries',), ('hamburger meat',)})",2
0.01,"frozenset({('whipped/sour cream',), ('hamburger meat',)})",2
0.01,"frozenset({('oil',), ('hamburger meat',)})",2
0.01,"frozenset({('onions',), ('hamburger meat',)})",2
0.01,"frozenset({('pasta',), ('hamburger meat',)})",2
0.01,"frozenset({('spices',), ('hygiene articles',)})",2
0.01,"frozenset({('spices',), ('napkins',)})",2
0.02,"frozenset({('hygiene articles',), ('napkins',)})",2
0.01,"frozenset({('oil',), ('hygiene articles',)})",2
0.01,"frozenset({('chewing gum',), ('hygiene articles',)})",2
0.01,"frozenset({('hygiene articles',), ('chocolate marshmallow',)})",2
0.01,"frozenset({('oil',), ('napkins',)})",2
0.01,"frozenset({('chewing gum',), ('napkins',)})",2
0.01,"frozenset({('napkins',), ('chocolate marshmallow',)})",2
0.02,"frozenset({('pork',), ('berries',)})",2
0.03,"frozenset({('whipped/sour cream',), ('pork',)})",2
0.01,"frozenset({('pork',), ('artif. sweetener',)})",2
0.01,"frozenset({('onions',), ('pork',)})",2
0.02,"frozenset({('whipped/sour cream',), ('berries',)})",2
0.01,"frozenset({('berries',), ('artif. sweetener',)})",2
0.01,"frozenset({('pickled vegetables',), ('berries',)})",2
0.01,"frozenset({('frozen potato products',), ('berries',)})",2
0.01,"frozenset({('onions',), ('berries',)})",2
0.01,"frozenset({('whipped/sour cream',), ('artif. sweetener',)})",2
0.01,"frozenset({('whipped/sour cream',), ('hard cheese',)})",2
0.01,"frozenset({('whipped/sour cream',), ('cat food',)})",2
0.01,"frozenset({('whipped/sour cream',), ('ham',)})",2
0.01,"frozenset({('whipped/sour cream',), ('ice cream',)})",2
0.01,"frozenset({('whipped/sour cream',), ('onions',)})",2
0.01,"frozenset({('ham',), ('grapes',)})",2
0.01,"frozenset({('grapes',), ('photo/film',)})",2
0.01,"frozenset({('domestic eggs',), ('turkey',)})",2
0.01,"frozenset({('domestic eggs',), ('baking powder',)})",2
0.02,"frozenset({('oil',), ('domestic eggs',)})",2
0.01,"frozenset({('frozen vegetables',), ('domestic eggs',)})",2
0.01,"frozenset({('domestic eggs',), ('specialty chocolate',)})",2
0.01,"frozenset({('domestic eggs',), ('sparkling wine',)})",2
0.01,"frozenset({('domestic eggs',), ('canned vegetables',)})",2
0.01,"frozenset({('hard cheese',), ('frozen vegetables',)})",2
0.01,"frozenset({('onions',), ('hard cheese',)})",2
0.01,"frozenset({('cat food',), ('ham',)})",2
0.01,"frozenset({('cat food',), ('ice cream',)})",2
0.01,"frozenset({('ham',), ('ice cream',)})",2
0.01,"frozenset({('turkey',), ('baking powder',)})",2
0.01,"frozenset({('pickled vegetables',), ('frozen potato products',)})",2
0.01,"frozenset({('chewing gum',), ('oil',)})",2
0.01,"frozenset({('oil',), ('chocolate marshmallow',)})",2
0.02,"frozenset({('oil',), ('frozen vegetables',)})",2
0.01,"frozenset({('oil',), ('specialty chocolate',)})",2
0.01,"frozenset({('oil',), ('candles',)})",2
0.01,"frozenset({('oil',), ('sparkling wine',)})",2
0.01,"frozenset({('oil',), ('salt',)})",2
0.01,"frozenset({('oil',), ('canned vegetables',)})",2
0.01,"frozenset({('oil',), ('herbs',)})",2
0.01,"frozenset({('white wine',), ('oil',)})",2
0.01,"frozenset({('oil',), ('pasta',)})",2
0.01,"frozenset({('chewing gum',), ('chocolate marshmallow',)})",2
0.01,"frozenset({('canned fish',), ('frozen vegetables',)})",2
0.01,"frozenset({('seasonal products',), ('frozen vegetables',)})",2
0.01,"frozenset({('frozen vegetables',), ('candles',)})",2
0.01,"frozenset({('frozen vegetables',), ('salt',)})",2
0.01,"frozenset({('frozen vegetables',), ('canned vegetables',)})",2
0.01,"frozenset({('onions',), ('frozen vegetables',)})",2
0.01,"frozenset({('frozen vegetables',), ('herbs',)})",2
0.01,"frozenset({('white wine',), ('frozen vegetables',)})",2
0.01,"frozenset({('seasonal products',), ('canned fish',)})",2
0.01,"frozenset({('red/blush wine',), ('sliced cheese',)})",2
0.01,"frozenset({('specialty fat',), ('specialty chocolate',)})",2
0.01,"frozenset({('specialty fat',), ('candles',)})",2
0.01,"frozenset({('flower (seeds)',), ('specialty fat',)})",2
0.01,"frozenset({('candles',), ('specialty chocolate',)})",2
0.01,"frozenset({('flower (seeds)',), ('specialty chocolate',)})",2
0.01,"frozenset({('sparkling wine',), ('specialty chocolate',)})",2
0.01,"frozenset({('flower (seeds)',), ('candles',)})",2
0.01,"frozenset({('candles',), ('salt',)})",2
0.01,"frozenset({('herbs',), ('candles',)})",2
0.01,"frozenset({('white wine',), ('candles',)})",2
0.01,"frozenset({('herbs',), ('salt',)})",2
0.01,"frozenset({('white wine',), ('salt',)})",2
0.01,"frozenset({('onions',), ('brandy',)})",2
0.01,"frozenset({('white wine',), ('herbs',)})",2
0.01,"frozenset({('margarine',), ('semi-finished bread',), ('citrus fruit',)})",3
0.01,"frozenset({('semi-finished bread',), ('ready soups',), ('citrus fruit',)})",3
